,yr_season,date
22306,2013 Aut,Oct 22
22307,2013 Aut,Oct 22
22308,2013 Aut,Oct 22
22309,2013 Aut,Oct 22
22310,2013 Aut,Oct 22
22311,2013 Aut,Oct 22
22312,2013 Aut,Oct 22
22313,2013 Aut,Oct 22
22314,2013 Aut,Oct 22
22315,2013 Aut,Oct 22
22316,2013 Aut,Oct 23
22317,2013 Aut,Oct 30
22318,2013 Aut,Oct 30
22319,2013 Aut,Oct 30
22320,2013 Aut,Oct 30
22321,2013 Aut,Oct 30
22322,2013 Aut,Oct 30
22323,2013 Aut,Oct 30
22324,2013 Aut,Oct 30
22325,2013 Aut,Oct 30
22326,2013 Aut,Oct 30
22327,2013 Aut,Oct 30
22328,2013 Aut,Oct 30
22329,2013 Aut,Oct 30
22330,2013 Aut,Oct 30
22331,2013 Aut,Oct 30
22332,2013 Aut,Oct 30
22333,2013 Aut,Oct 30
22334,2013 Aut,Oct 30
22335,2013 Aut,Oct 30
22336,2013 Aut,Oct 30
22337,2013 Aut,Oct 30
22338,2013 Aut,Oct 30
22339,2013 Aut,Oct 30
22340,2013 Aut,Oct 30
22341,2013 Aut,Oct 30
22342,2013 Aut,Oct 31
22343,2013 Aut,Oct 31
22344,2013 Aut,Oct 31
22345,2013 Aut,Oct 31
22346,2013 Aut,Oct 31
22347,2013 Aut,Nov 03
22348,2013 Aut,Nov 03
22349,2013 Aut,Nov 03
22350,2013 Aut,Nov 03
22351,2013 Aut,Nov 03
22352,2013 Aut,Nov 05
22353,2013 Aut,Nov 05
22354,2013 Aut,Nov 05
22355,2013 Aut,Nov 05
22356,2013 Aut,Nov 05
22357,2013 Aut,Nov 05
22358,2013 Aut,Nov 05
22359,2013 Aut,Nov 05
22360,2013 Aut,Nov 05
22361,2013 Aut,Nov 05
22362,2013 Aut,Nov 05
22363,2013 Aut,Nov 05
22364,2013 Aut,Nov 05
22365,2013 Aut,Nov 05
22366,2013 Aut,Nov 05
22367,2013 Aut,Nov 05
22368,2014 Aut,Sep 24
22369,2014 Aut,Sep 24
22370,2014 Aut,Sep 24
22371,2014 Aut,Sep 24
22372,2014 Aut,Sep 24
22373,2014 Aut,Sep 24
22374,2014 Aut,Oct 26
22375,2014 Aut,Oct 26
22376,2014 Aut,Oct 26
22377,2014 Aut,Oct 26
22378,2014 Aut,Oct 26
22379,2014 Aut,Oct 26
22380,2014 Aut,Oct 26
22381,2014 Aut,Oct 26
22382,2014 Aut,Oct 27
22383,2014 Aut,Oct 27
22384,2014 Aut,Oct 27
22385,2014 Aut,Oct 27
22386,2014 Aut,Oct 27
22387,2014 Aut,Oct 27
22388,2015 Aut,Sep 24
22389,2015 Aut,Sep 24
22390,2015 Aut,Sep 24
22391,2015 Aut,Sep 24
22392,2015 Aut,Sep 24
22393,2015 Aut,Sep 24
22394,2015 Aut,Sep 24
22395,2015 Aut,Sep 24
22396,2015 Aut,Sep 24
22397,2015 Aut,Sep 24
22398,2015 Aut,Oct 01
22399,2015 Aut,Oct 01
22400,2015 Aut,Oct 01
22401,2015 Aut,Oct 01
22402,2015 Aut,Oct 01
22403,2015 Aut,Oct 01
22404,2015 Aut,Oct 01
22405,2015 Aut,Oct 01
22406,2015 Aut,Oct 01
22407,2015 Aut,Oct 16
22408,2015 Aut,Oct 16
22409,2015 Aut,Oct 16
22410,2015 Aut,Oct 28
22411,2015 Aut,Oct 28
22412,2015 Aut,Oct 29
22413,2015 Aut,Oct 29
22414,2015 Aut,Oct 29
22415,2015 Aut,Oct 29
22416,2015 Aut,Oct 29
22417,2015 Aut,Oct 29
22418,2015 Aut,Oct 29
22419,2015 Aut,Oct 29
22420,2015 Aut,Nov 02
22421,2015 Aut,Nov 02
22422,2015 Aut,Nov 02
22423,2015 Aut,Nov 02
22424,2015 Aut,Nov 02
22425,2015 Aut,Nov 02
22426,2015 Aut,Nov 02
22427,2015 Aut,Nov 02
22428,2015 Aut,Nov 02
22429,2015 Aut,Nov 02
22430,2015 Aut,Nov 10
22431,2015 Aut,Nov 10
22432,2015 Aut,Nov 10
22433,2015 Aut,Nov 10
22434,2015 Aut,Nov 10
22435,2016 Spr,May 12
22436,2016 Spr,May 12
22437,2016 Spr,May 12
22438,2016 Spr,May 12
22439,2016 Aut,Oct 16
22440,2016 Aut,Oct 29
22441,2016 Aut,Oct 29
22442,2016 Aut,Oct 29
22443,2016 Aut,Oct 29
22444,2016 Aut,Nov 03
22445,2016 Aut,Nov 03
22446,2016 Aut,Nov 03
22447,2016 Aut,Nov 03
22448,2016 Aut,Nov 03
22449,2016 Aut,Nov 03
22450,2016 Aut,Nov 03
22451,2016 Aut,Nov 03
22452,2016 Aut,Nov 03
22453,2016 Aut,Nov 03
22454,2016 Aut,Nov 03
22455,2016 Aut,Nov 03
22456,2016 Aut,Nov 03
22457,2016 Aut,Nov 03
22458,2016 Aut,Nov 03
22459,2016 Aut,Nov 04
22460,2016 Aut,Nov 04
22461,2016 Aut,Nov 04
22462,2016 Aut,Nov 04
22463,2016 Aut,Nov 04
22464,2016 Aut,Nov 04
22465,2016 Aut,Nov 04
22466,2016 Aut,Nov 06
22467,2016 Aut,Nov 06
22468,2016 Aut,Nov 06
22469,2016 Aut,Nov 06
22470,2017 Spr,May 04
22471,2017 Spr,May 04
22472,2017 Spr,May 07
22473,2017 Spr,May 07
22474,2017 Spr,May 08
22475,2017 Spr,May 08
22476,2017 Spr,May 08
22477,2017 Spr,May 08
22478,2017 Spr,May 08
22479,2017 Spr,May 08
22480,2017 Spr,May 08
22481,2017 Spr,May 08
22482,2017 Spr,May 08
22483,2017 Aut,Oct 04
22484,2017 Aut,Oct 04
22485,2017 Aut,Oct 04
22486,2017 Aut,Oct 04
22487,2017 Aut,Oct 04
22488,2017 Aut,Oct 04
22489,2017 Aut,Oct 04
22490,2017 Aut,Oct 04
22491,2017 Aut,Oct 04
22492,2017 Aut,Oct 04
22493,2017 Aut,Oct 04
22494,2017 Aut,Oct 10
22495,2017 Aut,Oct 10
22496,2017 Aut,Oct 10
22497,2017 Aut,Oct 11
22498,2017 Aut,Oct 11
22499,2017 Aut,Oct 11
22500,2017 Aut,Oct 11
22501,2017 Aut,Oct 11
22502,2017 Aut,Oct 11
22503,2017 Aut,Oct 11
22504,2017 Aut,Oct 11
22505,2017 Aut,Oct 22
22506,2017 Aut,Oct 22
22507,2017 Aut,Oct 22
22508,2017 Aut,Oct 22
22509,2017 Aut,Oct 29
22510,2017 Aut,Oct 29
22511,2017 Aut,Oct 29
22512,2017 Aut,Oct 29
22513,2017 Aut,Oct 29
22514,2017 Aut,Oct 29
22515,2017 Aut,Oct 29
22516,2017 Aut,Oct 29
22517,2017 Aut,Oct 29
22518,2017 Aut,Oct 29
22519,2017 Aut,Oct 30
22520,2017 Aut,Oct 30
22521,2017 Aut,Oct 30
22522,2017 Aut,Oct 30
22523,2017 Aut,Oct 30
22524,2017 Aut,Oct 30
22525,2017 Aut,Oct 30
22526,2017 Aut,Oct 30
22527,2017 Aut,Oct 30
22528,2017 Aut,Oct 30
22529,2017 Aut,Oct 30
22530,2017 Aut,Oct 30
22531,2017 Aut,Oct 30
22532,2017 Aut,Oct 30
22533,2017 Aut,Oct 30
22534,2017 Aut,Oct 30
22535,2017 Aut,Oct 30
22536,2017 Aut,Nov 02
22537,2017 Aut,Nov 02
22538,2018 Aut,Sep 16
22539,2018 Aut,Sep 16
22540,2018 Aut,Sep 16
22541,2018 Aut,Sep 16
22542,2018 Aut,Sep 16
22543,2018 Aut,Sep 16
22544,2018 Aut,Sep 26
22545,2018 Aut,Sep 26
22546,2018 Aut,Sep 26
22547,2018 Aut,Oct 04
22548,2018 Aut,Oct 04
22549,2018 Aut,Oct 05
22550,2018 Aut,Oct 05
22551,2018 Aut,Oct 05
22552,2018 Aut,Oct 05
22553,2018 Aut,Oct 05
22554,2018 Aut,Oct 05
22555,2018 Aut,Oct 14
22556,2018 Aut,Oct 14
22557,2018 Aut,Oct 15
22558,2018 Aut,Oct 15
22559,2018 Aut,Oct 16
22560,2018 Aut,Oct 16
22561,2018 Aut,Oct 16
22562,2018 Aut,Oct 16
22563,2018 Aut,Oct 16
22564,2018 Aut,Oct 19
22565,2018 Aut,Oct 19
22566,2018 Aut,Oct 19
22567,2018 Aut,Oct 19
22568,2018 Aut,Oct 19
22569,2018 Aut,Oct 19
22570,2018 Aut,Oct 19
22571,2018 Aut,Oct 19
22572,2018 Aut,Oct 19
22573,2018 Aut,Oct 19
22574,2018 Aut,Oct 19
22575,2018 Aut,Oct 23
22576,2018 Aut,Oct 23
22577,2018 Aut,Oct 23
22578,2018 Aut,Oct 23
22579,2018 Aut,Oct 23
22580,2018 Aut,Oct 23
22581,2018 Aut,Oct 23
22582,2018 Aut,Oct 23
22583,2018 Aut,Oct 25
22584,2018 Aut,Oct 25
22585,2018 Aut,Oct 25
22586,2018 Aut,Oct 25
22587,2018 Aut,Oct 26
22588,2018 Aut,Oct 26
22589,2018 Aut,Oct 26
22590,2018 Aut,Oct 26
22591,2018 Aut,Oct 26
22592,2018 Aut,Oct 26
22593,2018 Aut,Oct 26
22594,2018 Aut,Oct 26
22595,2018 Aut,Oct 26
22596,2018 Aut,Oct 27
22597,2018 Aut,Oct 27
22598,2018 Aut,Oct 28
22599,2018 Aut,Oct 28
22600,2018 Aut,Oct 31
22601,2018 Aut,Oct 31
22602,2018 Aut,Nov 01
22603,2018 Aut,Nov 02
22604,2018 Aut,Nov 02
22605,2018 Aut,Nov 04
22606,2018 Aut,Nov 04
22607,2019 Spr,Apr 28
22608,2019 Spr,Apr 28
22609,2019 Spr,Apr 28
22610,2019 Spr,Apr 30
22611,2019 Spr,Apr 30
22612,2019 Spr,Apr 30
22613,2019 Spr,Apr 30
22614,2019 Spr,Apr 30
22615,2019 Spr,Apr 30
22616,2019 Spr,Apr 30
22617,2019 Spr,Apr 30
22618,2019 Spr,Apr 30
22619,2019 Spr,May 09
22620,2019 Spr,May 09
22621,2019 Spr,May 09
22622,2019 Spr,May 09
22623,2019 Spr,May 09
22624,2019 Spr,May 09
22625,2019 Spr,May 09
22626,2019 Spr,May 09
22627,2019 Spr,May 09
22628,2019 Spr,May 09
22629,2019 Spr,May 09
22630,2019 Spr,May 09
22631,2019 Spr,May 09
22632,2019 Spr,May 09
22633,2019 Aut,Sep 26
22634,2019 Aut,Sep 26
22635,2019 Aut,Sep 26
22636,2019 Aut,Sep 26
22637,2019 Aut,Sep 26
22638,2019 Aut,Oct 15
22639,2019 Aut,Oct 15
22640,2019 Aut,Oct 15
22641,2019 Aut,Oct 15
22642,2019 Aut,Oct 15
22643,2019 Aut,Oct 15
22644,2019 Aut,Oct 15
22645,2019 Aut,Oct 15
22646,2019 Aut,Oct 15
22647,2019 Aut,Oct 23
22648,2019 Aut,Oct 23
22649,2019 Aut,Oct 23
22650,2019 Aut,Oct 23
22651,2019 Aut,Oct 23
22652,2019 Aut,Oct 23
22653,2019 Aut,Oct 23
22654,2019 Aut,Oct 27
22655,2019 Aut,Oct 27
22656,2019 Aut,Oct 27
22657,2019 Aut,Oct 27
22658,2019 Aut,Oct 29
22659,2019 Aut,Oct 29
22660,2019 Aut,Oct 29
22661,2019 Aut,Oct 29
22662,2019 Aut,Oct 29
22663,2019 Aut,Oct 30
22664,2019 Aut,Oct 30
22665,2019 Aut,Oct 30
22666,2019 Aut,Oct 30
22667,2019 Aut,Oct 30
22668,2019 Aut,Oct 30
22669,2019 Aut,Oct 30
22670,2019 Aut,Oct 30
22671,2019 Aut,Oct 30
22672,2019 Aut,Oct 30
22673,2019 Aut,Oct 30
22674,2019 Aut,Oct 30
22675,2019 Aut,Oct 30
22676,2019 Aut,Oct 30
22677,2019 Aut,Oct 30
22678,2019 Aut,Oct 30
22679,2019 Aut,Oct 30
22680,2019 Aut,Oct 30
22681,2019 Aut,Oct 31
22682,2019 Aut,Oct 31
22683,2019 Aut,Oct 31
22684,2019 Aut,Oct 31
22685,2019 Aut,Nov 01
22686,2019 Aut,Nov 01
22687,2019 Aut,Nov 01
22688,2019 Aut,Nov 01
22689,2019 Aut,Nov 01
22690,2019 Aut,Nov 04
22691,2019 Aut,Nov 04
22692,2019 Aut,Nov 04
22693,2019 Aut,Nov 04
22694,2019 Aut,Nov 04
22695,2019 Aut,Nov 04
22696,2019 Aut,Nov 04
22697,2019 Aut,Nov 04
22698,2019 Aut,Nov 04
22699,1985 Aut,Oct 27
22700,1985 Aut,Oct 27
22701,1985 Aut,Oct 27
22702,1985 Aut,Oct 27
22703,1985 Aut,Oct 27
22704,1985 Aut,Nov 01
22705,1985 Aut,Nov 01
22706,1978 Spr,May 07
22707,1978 Spr,May 07
22708,1989 Spr,May 30
22709,1989 Spr,May 30
22710,1989 Spr,Jun 01
22711,1989 Spr,Jun 01
22712,1990 Win,Dec 19
22713,1971 Aut,Oct 10
22714,1971 Aut,Oct 10
22715,1971 Aut,Oct 10
22716,1971 Aut,Oct 10
22717,1971 Aut,Oct 10
22718,1981 Aut,Oct 08
22719,1981 Aut,Oct 08
22720,1981 Aut,Oct 08
22721,1981 Aut,Oct 08
22722,1981 Aut,Oct 08
22723,1981 Aut,Oct 08
22724,1981 Aut,Oct 08
22725,1981 Aut,Oct 08
22726,1981 Aut,Oct 08
22727,1983 Aut,Oct 09
22728,1983 Aut,Oct 09
22729,1983 Aut,Oct 09
22730,1983 Aut,Oct 09
22731,1983 Aut,Oct 09
22732,1983 Aut,Oct 09
22733,2017 Spr,May 08
22734,2017 Spr,May 08
22735,2017 Spr,May 08
22736,2017 Spr,May 08
22737,1962 Spr,May 08
22738,1962 Spr,May 08
22739,1962 Spr,May 08
22740,1962 Spr,May 08
22741,1962 Spr,May 08
22742,2002 Aut,Sep 19
22743,2019 Aut,Nov 14
22744,2019 Aut,Nov 14
22745,2019 Aut,Nov 14
22746,2019 Aut,Nov 14
22747,2019 Aut,Nov 14
22748,2019 Aut,Nov 14
22749,2019 Aut,Nov 14
22750,2019 Aut,Nov 14
22751,2015 Aut,Oct 09
22752,2015 Aut,Oct 09
22753,2015 Aut,Oct 09
22754,2019 Aut,Oct 25
22755,2019 Aut,Oct 25
22756,2012 Aut,Nov 11
22757,2012 Aut,Nov 11
22758,1956 Spr,Apr 06
22759,1956 Spr,Apr 06
22760,1956 Spr,Apr 06
22761,1958 Aut,Dec 31
22762,1958 Aut,Dec 31
22763,1958 Aut,Dec 31
22764,1958 Aut,Dec 31
22765,1960 Aut,Dec 31
22766,1960 Aut,Dec 31
22767,1964 Spr,May 15
22768,1964 Spr,May 15
22769,1964 Spr,May 15
22770,1964 Spr,May 15
22771,2015 Aut,Sep 15
22772,2015 Aut,Sep 15
22773,2013 Spr,Apr 30
22774,2006 Spr,May 06
22775,2006 Spr,May 06
22776,2012 Aut,Oct 22
22777,2012 Aut,Oct 22
22778,1962 Spr,Apr 27
22779,1962 Spr,Apr 27
22780,1962 Spr,Apr 27
22781,1962 Spr,Apr 27
22782,1962 Spr,Apr 28
22783,1962 Spr,Apr 28
22784,1962 Spr,Apr 28
22785,1962 Spr,Apr 28
22786,1962 Spr,Apr 28
22787,1962 Spr,Apr 28
22788,1962 Spr,Apr 28
22789,1974 Spr,May 18
22790,1974 Spr,May 18
22791,1976 Spr,May 11
22792,1976 Spr,May 11
22793,1976 Spr,May 11
22794,1976 Spr,May 12
22795,1976 Spr,May 12
22796,1976 Spr,May 12
22797,1976 Spr,May 12
22798,1976 Spr,May 12
22799,1976 Spr,May 13
22800,1976 Spr,May 13
22801,1976 Spr,May 13
22802,1976 Spr,May 14
22803,1976 Spr,May 14
22804,1976 Spr,May 14
22805,1976 Spr,May 14
22806,1976 Spr,May 14
22807,1978 Aut,Oct 21
22808,1978 Aut,Oct 21
22809,1978 Aut,Oct 21
22810,1978 Aut,Oct 21
22811,1981 Spr,May 07
22812,1981 Spr,May 07
22813,1981 Spr,May 07
22814,1981 Spr,May 07
22815,1981 Spr,May 07
22816,1981 Spr,May 07
22817,1981 Spr,May 07
22818,1981 Spr,May 07
22819,1981 Spr,May 23
22820,1981 Spr,May 23
22821,1981 Spr,May 23
22822,1983 Spr,Apr 29
22823,1983 Spr,Apr 29
22824,1983 Spr,Apr 29
22825,1984 Aut,Oct 25
22826,1984 Aut,Oct 25
22827,1984 Aut,Oct 27
22828,1984 Aut,Oct 27
22829,1984 Aut,Oct 27
22830,1984 Win,Dec 09
22831,1984 Win,Dec 09
22832,1984 Win,Dec 09
22833,1987 Aut,Oct 11
22834,1987 Aut,Oct 13
22835,1987 Aut,Oct 13
22836,1987 Aut,Oct 25
22837,1987 Aut,Oct 25
22838,1987 Aut,Nov 06
22839,1987 Aut,Nov 06
22840,1989 Spr,Apr 28
22841,1992 Spr,Apr 15
22842,1992 Spr,Apr 15
22843,2000 Spr,May 16
22844,2000 Spr,May 16
22845,2004 Spr,May 26
22846,2004 Spr,May 26
22847,2004 Spr,May 28
22848,2004 Spr,May 28
22849,2004 Spr,May 28
22850,2007 Aut,Oct 21
22851,2007 Aut,Oct 21
22852,1964 Spr,Apr 08
22853,1964 Spr,Apr 08
22854,1996 Aut,Oct 02
22855,1996 Aut,Oct 02
22856,1996 Aut,Oct 02
22857,1996 Aut,Oct 02
22858,1996 Aut,Oct 02
22859,1978 Spr,Apr 27
22860,1978 Spr,Apr 27
22861,1978 Spr,Apr 27
22862,2009 Spr,Apr 22
22863,2009 Spr,Apr 22
22864,2012 Aut,Nov 11
22865,2003 Aut,Nov 04
22866,2003 Aut,Nov 04
22867,2003 Aut,Nov 04
22868,2003 Aut,Nov 04
22869,2003 Aut,Nov 04
22870,1930 Spr,Jun 03
22871,1930 Spr,Jun 03
22872,1930 Spr,Jun 08
22873,1930 Spr,Jun 08
22874,1930 Spr,Jun 08
22875,1930 Spr,Jun 08
22876,1930 Spr,Jun 08
22877,1930 Spr,Jun 08
22878,1983 Spr,Jun 11
22879,1983 Spr,Jun 11
22880,1983 Spr,Jun 11
22881,1982 Aut,Sep 26
22882,1982 Aut,Sep 26
22883,1982 Aut,Sep 26
22884,1982 Aut,Sep 26
22885,1982 Aut,Sep 26
22886,1982 Aut,Sep 26
22887,1982 Aut,Sep 26
22888,1982 Aut,Sep 28
22889,1982 Aut,Sep 28
22890,1982 Aut,Sep 28
22891,1982 Aut,Sep 28
22892,1982 Aut,Sep 28
22893,1985 Spr,Dec 31
22894,1985 Spr,Dec 31
22895,1985 Spr,Dec 31
22896,1985 Spr,Dec 31
22897,1985 Spr,Dec 31
22898,1985 Spr,Dec 31
22899,1985 Spr,Dec 31
22900,1985 Spr,Dec 31
22901,1985 Spr,Dec 31
22902,1985 Spr,Dec 31
22903,1985 Spr,Dec 31
22904,1985 Spr,Apr 03
22905,1985 Spr,Apr 03
22906,1985 Spr,Apr 03
22907,1985 Spr,Apr 03
22908,1985 Spr,Apr 03
22909,1985 Spr,Apr 03
22910,1985 Spr,Apr 03
22911,1985 Spr,Apr 05
22912,1935 Aut,Nov 18
22913,1994 Spr,May 10
22914,1994 Spr,May 10
22915,1994 Spr,May 10
22916,1994 Spr,May 13
22917,2006 Spr,Apr 27
22918,2006 Spr,Apr 27
22919,2006 Spr,Apr 27
22920,2006 Spr,Apr 27
22921,2006 Spr,Apr 27
22922,2006 Spr,Apr 27
22923,1994 Spr,May 12
22924,1994 Spr,May 12
22925,1994 Spr,May 13
22926,1994 Spr,May 13
22927,1994 Spr,May 12
22928,1994 Spr,May 12
22929,1994 Spr,May 12
22930,1994 Spr,May 13
22931,1994 Spr,May 13
22932,1994 Spr,May 13
22933,1962 Spr,May 23
22934,1962 Spr,May 23
22935,1962 Spr,May 23
22936,1962 Spr,May 23
22937,1962 Spr,May 23
22938,1962 Spr,May 23
22939,1962 Spr,May 23
22940,2009 Sum,Aug 16
22941,2009 Sum,Aug 16
22942,2009 Sum,Aug 16
22943,2009 Sum,Aug 16
22944,2009 Sum,Aug 16
22945,2010 Aut,Oct 15
22946,2010 Aut,Oct 15
22947,2010 Aut,Oct 15
22948,2010 Aut,Oct 15
22949,2010 Aut,Oct 15
22950,2010 Aut,Oct 15
22951,2010 Aut,Oct 15
22952,2010 Aut,Oct 15
22953,2008 Spr,Apr 16
22954,2008 Spr,Apr 16
22955,1983 Spr,May 04
22956,1983 Spr,May 04
22957,1984 Spr,Apr 09
22958,1984 Spr,Apr 09
22959,1984 Spr,Apr 09
22960,1994 Spr,May 06
22961,1994 Spr,May 06
22962,1994 Spr,May 06
22963,2004 Spr,May 04
22964,2004 Spr,May 04
22965,2004 Spr,May 04
22966,1980 Spr,May 03
22967,1980 Spr,May 03
22968,1974 Spr,May 26
22969,1974 Spr,May 26
22970,1974 Spr,May 26
22971,1974 Spr,May 26
22972,1974 Spr,May 26
22973,1974 Aut,Sep 29
22974,1974 Aut,Sep 29
22975,1974 Aut,Sep 29
22976,1974 Aut,Oct 05
22977,1974 Aut,Oct 05
22978,1974 Aut,Oct 05
22979,1974 Aut,Oct 06
22980,1974 Aut,Oct 06
22981,1974 Aut,Oct 06
22982,1974 Aut,Oct 06
22983,1978 Spr,May 22
22984,1978 Spr,May 22
22985,1978 Spr,May 22
22986,1984 Spr,May 17
22987,1984 Spr,May 17
22988,1984 Spr,May 17
22989,1984 Spr,May 18
22990,1984 Spr,May 18
22991,1984 Spr,May 18
22992,1989 Spr,Apr 15
22993,1989 Spr,Apr 15
22994,1989 Spr,Apr 15
22995,1989 Spr,Apr 15
22996,1989 Spr,Apr 29
22997,1989 Spr,Apr 29
22998,1989 Spr,Apr 29
22999,1989 Spr,May 01
23000,1989 Spr,May 01
23001,1989 Spr,May 01
23002,1989 Spr,May 01
23003,1989 Spr,May 01
23004,1989 Spr,May 01
23005,1989 Spr,May 01
23006,1989 Spr,May 01
23007,1989 Spr,May 01
23008,1989 Spr,May 01
23009,1991 Spr,May 01
23010,1972 Aut,Oct 18
23011,1972 Aut,Oct 18
23012,1955 Spr,May 25
23013,1955 Spr,May 25
23014,1955 Spr,May 26
23015,1955 Spr,May 26
23016,1977 Spr,May 31
23017,1977 Spr,May 31
23018,1979 Spr,May 16
23019,1979 Spr,May 16
23020,1979 Spr,May 16
23021,1980 Spr,May 14
23022,1980 Spr,May 14
23023,1980 Spr,May 14
23024,1980 Spr,May 14
23025,1980 Spr,May 14
23026,1980 Spr,May 15
23027,1980 Spr,May 15
23028,1980 Spr,May 15
23029,1980 Spr,May 17
23030,1980 Spr,May 17
23031,1980 Spr,May 17
23032,1980 Spr,May 17
23033,1981 Spr,May 09
23034,1981 Spr,May 09
23035,1981 Spr,May 09
23036,1981 Spr,May 09
23037,1981 Spr,May 09
23038,1981 Spr,May 09
23039,1981 Spr,May 20
23040,1981 Spr,May 20
23041,1981 Aut,Oct 15
23042,1981 Aut,Oct 15
23043,1982 Spr,May 02
23044,1982 Spr,May 02
23045,1982 Spr,May 02
23046,1982 Spr,May 06
23047,1982 Spr,May 06
23048,1982 Spr,May 06
23049,1983 Spr,May 28
23050,1983 Aut,Oct 17
23051,1983 Aut,Oct 21
23052,1983 Aut,Oct 21
23053,1984 Spr,May 19
23054,1984 Spr,May 19
23055,1984 Spr,May 20
23056,1984 Spr,May 20
23057,1984 Aut,Oct 18
23058,1985 Win,Jan 11
23059,1985 Win,Jan 11
23060,1986 Aut,Oct 24
23061,1986 Aut,Oct 24
23062,1987 Spr,May 25
23063,1987 Spr,May 25
23064,1987 Spr,May 25
23065,1987 Spr,May 31
23066,1987 Spr,May 31
23067,1987 Spr,May 31
23068,1987 Aut,Oct 10
23069,1987 Aut,Oct 10
23070,1987 Win,Jan 02
23071,1988 Spr,May 03
23072,1988 Spr,May 03
23073,1988 Spr,May 03
23074,1988 Aut,Oct 17
23075,1988 Aut,Oct 17
23076,1989 Spr,Apr 09
23077,1989 Spr,Apr 09
23078,1989 Spr,Apr 09
23079,1989 Spr,Apr 09
23080,1989 Spr,Apr 16
23081,1989 Spr,Apr 16
23082,1989 Spr,Apr 16
23083,1989 Spr,Apr 16
23084,1989 Spr,Apr 16
23085,1989 Spr,Apr 16
23086,1989 Spr,Apr 16
23087,1989 Spr,Apr 16
23088,1989 Spr,Apr 29
23089,1989 Spr,Apr 29
23090,1989 Spr,Apr 29
23091,1989 Spr,Apr 29
23092,1989 Spr,Apr 29
23093,1989 Spr,May 01
23094,1989 Spr,May 01
23095,1989 Spr,May 01
23096,1989 Spr,May 01
23097,1989 Spr,May 01
23098,1989 Spr,May 01
23099,1989 Spr,May 01
23100,1989 Spr,May 01
23101,1989 Spr,May 01
23102,1989 Spr,May 01
23103,1989 Spr,May 01
23104,1989 Spr,May 01
23105,1989 Spr,May 01
23106,1989 Spr,May 01
23107,1989 Spr,May 03
23108,1989 Spr,May 03
23109,1989 Spr,May 03
23110,1989 Spr,May 18
23111,1989 Spr,May 18
23112,1989 Spr,May 18
23113,1989 Spr,May 21
23114,1989 Spr,May 21
23115,1989 Spr,May 21
23116,1990 Spr,May 15
23117,1991 Spr,May 01
23118,1991 Spr,May 01
23119,1991 Spr,May 24
23120,1991 Spr,May 24
23121,1991 Spr,May 24
23122,1991 Spr,May 25
23123,1991 Spr,May 25
23124,1991 Spr,May 25
23125,1992 Spr,May 12
23126,1993 Spr,May 23
23127,1993 Spr,May 23
23128,1993 Spr,May 23
23129,1993 Spr,May 23
23130,1993 Spr,May 23
23131,1993 Spr,May 26
23132,1993 Spr,May 26
23133,1994 Aut,Oct 23
23134,1995 Aut,Oct 05
23135,1995 Aut,Oct 05
23136,1995 Aut,Oct 14
23137,1995 Aut,Oct 14
23138,1996 Spr,May 06
23139,1996 Spr,May 06
23140,1996 Spr,May 06
23141,1997 Spr,May 24
23142,1998 Spr,May 09
23143,1998 Spr,May 09
23144,1998 Spr,May 09
23145,1998 Spr,May 09
23146,1998 Spr,May 09
23147,1998 Spr,May 09
23148,1998 Spr,May 09
23149,1998 Spr,May 15
23150,1998 Spr,May 15
23151,1998 Spr,May 15
23152,1998 Spr,May 15
23153,1998 Spr,May 15
23154,1998 Spr,May 15
23155,1998 Spr,May 15
23156,1998 Spr,May 18
23157,1998 Spr,May 18
23158,1998 Spr,May 18
23159,1998 Spr,May 18
23160,1998 Spr,May 18
23161,1998 Spr,May 18
23162,1999 Spr,May 12
23163,1999 Spr,May 12
23164,1999 Spr,May 12
23165,2000 Spr,May 13
23166,2000 Spr,May 13
23167,2000 Spr,May 13
23168,2000 Spr,May 13
23169,2000 Spr,May 19
23170,2000 Spr,May 19
23171,2000 Spr,May 20
23172,2000 Spr,May 20
23173,2000 Spr,May 20
23174,2001 Spr,May 15
23175,2001 Spr,May 15
23176,2001 Spr,May 15
23177,2001 Spr,May 15
23178,2002 Spr,May 13
23179,2002 Spr,May 13
23180,2002 Spr,May 13
23181,2002 Spr,May 13
23182,2002 Spr,May 13
23183,2002 Spr,May 13
23184,2002 Spr,May 13
23185,2002 Spr,May 13
23186,2002 Spr,May 14
23187,2002 Spr,May 14
23188,2002 Spr,May 14
23189,2002 Spr,May 14
23190,2002 Spr,May 24
23191,2002 Spr,May 24
23192,2003 Spr,May 20
23193,2003 Spr,May 20
23194,2003 Spr,May 20
23195,2003 Spr,May 20
23196,2003 Spr,May 20
23197,2004 Aut,Oct 10
23198,2004 Aut,Oct 10
23199,2004 Aut,Oct 10
23200,2004 Aut,Oct 10
23201,2004 Aut,Oct 10
23202,2004 Aut,Oct 10
23203,2004 Aut,Oct 10
23204,2004 Aut,Oct 10
23205,2004 Aut,Oct 10
23206,2004 Aut,Oct 10
23207,2005 Spr,May 30
23208,2006 Spr,May 14
23209,2006 Spr,May 14
23210,2006 Spr,May 14
23211,2006 Spr,May 14
23212,2006 Spr,May 14
23213,2006 Spr,May 14
23214,2006 Spr,May 14
23215,2006 Spr,May 14
23216,2006 Spr,May 14
23217,2006 Spr,May 14
